train/learning_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,train/n_updates,train/critic_loss,rollout/success_rate,time/episodes,time/fps,time/total_timesteps
0.001,52.16,3063,-0.062377939999999986,-2.255500555038452,255760,0.11733409762382507,0.97,3000,83,255861
0.001,52.94,3069,-0.5768772900000001,-2.300656795501709,256268,0.1381199061870575,0.95,3010,83,256369
0.001,54.25,3076,-0.9243808700000002,-2.2114744186401367,256882,0.15651899576187134,0.93,3020,83,256983
0.001,53.04,3082,-1.2900579500000005,-2.3284220695495605,257447,0.19700835645198822,0.91,3030,83,257548
0.001,56.9,3092,-2.05919284,-2.4817967414855957,258274,0.17571702599525452,0.88,3040,83,258375
0.001,58.47,3099,-2.2176129899999997,-2.4820499420166016,258904,0.105430468916893,0.88,3050,83,259005
0.001,58.27,3105,-2.12425374,-1.6085903644561768,259376,0.09991845488548279,0.88,3060,83,259477
0.001,56.95,3112,-2.1751059600000002,-2.324693202972412,259925,0.11632350087165833,0.86,3070,83,260026
0.001,57.45,3118,-2.3107915099999996,-2.0149006843566895,260495,0.1269627958536148,0.85,3080,83,260596
0.001,59.5,3127,-2.33882771,-2.3662853240966797,261257,0.1393139362335205,0.86,3090,83,261358
0.001,61.72,3135,-2.667841369999999,-2.385542392730713,261932,0.1473659723997116,0.86,3100,83,262033
0.001,61.36,3140,-2.26064831,-2.058859348297119,262404,0.10270809382200241,0.88,3110,83,262505
0.001,59.18,3145,-1.6476969600000004,-2.264756202697754,262800,0.13197524845600128,0.9,3120,83,262901
0.001,59.53,3152,-1.31513972,-2.5973432064056396,263400,0.13675615191459656,0.91,3130,83,263501
0.001,57.45,3159,-0.67293281,-2.252081871032715,264019,0.09732096642255783,0.94,3140,83,264120
0.001,55.26,3164,-0.39239336000000014,-2.364988327026367,264430,0.14886632561683655,0.94,3150,83,264531
0.001,55.97,3171,-0.52843956,-2.254563331604004,264973,0.13640999794006348,0.94,3160,83,265074
0.001,54.64,3175,-0.28715844,-2.396101951599121,265389,0.10804052650928497,0.95,3170,83,265490
0.001,56.93,3184,-0.4430704999999999,-2.2298824787139893,266188,0.12318620085716248,0.96,3180,83,266289
0.001,54.44,3190,-0.22007569000000005,-2.3317086696624756,266701,0.09926842898130417,0.96,3190,83,266802
0.001,54.36,3198,0.0078756200000001,-2.517712116241455,267368,0.10000311583280563,0.96,3200,83,267469
0.001,54.12,3203,-0.08413905999999999,-2.0813491344451904,267816,0.10264021903276443,0.95,3210,83,267917
0.001,54.63,3208,-0.3939790099999999,-2.609365940093994,268263,0.11051053553819656,0.94,3220,83,268364
0.001,55.12,3216,-0.56171575,-2.297886610031128,268912,0.12058871984481812,0.94,3230,83,269013
0.001,54.23,3222,-0.8518564999999999,-2.2984843254089355,269442,0.15926380455493927,0.93,3240,83,269543
0.001,54.39,3227,-0.79419654,-2.052414894104004,269869,0.12246345728635788,0.93,3250,83,269970
0.001,56.38,3237,-0.9412689599999997,-2.122436046600342,270611,0.11807315051555634,0.93,3260,83,270712
0.001,57.49,3242,-1.3282259299999999,-2.058239698410034,271138,0.355050265789032,0.92,3270,83,271239
0.001,55.64,3249,-1.47859269,-2.5660579204559326,271752,0.24635809659957886,0.91,3280,83,271853
0.001,57.54,3257,-1.57315754,-2.518921136856079,272455,0.097514808177948,0.91,3290,83,272556
0.001,55.02,3261,-1.4391187200000002,-2.1873903274536133,272870,0.13706618547439575,0.91,3300,83,272971
0.001,56.96,3269,-1.5569554300000004,-2.4256372451782227,273512,0.14024613797664642,0.92,3310,83,273613
0.001,58.81,3276,-1.9549678600000004,-2.509902000427246,274144,0.2269800752401352,0.91,3320,83,274245
0.001,58.58,3283,-1.9956750199999995,-2.2731246948242188,274770,0.12894344329833984,0.92,3330,83,274871
0.001,60.09,3292,-2.1798161400000002,-2.6288399696350098,275451,0.17932453751564026,0.92,3340,83,275552
0.001,61.5,3298,-2.6340706400000005,-2.178605318069458,276019,0.1716146469116211,0.91,3350,83,276120
0.001,59.79,3304,-2.7226073600000005,-2.2900681495666504,276590,0.12366680800914764,0.89,3360,83,276691
0.001,60.39,3311,-2.38688187,-2.3212382793426514,277177,0.15177485346794128,0.91,3370,83,277278
0.001,59.68,3317,-2.2815832599999997,-2.2223997116088867,277720,0.12827068567276,0.91,3380,83,277821
0.001,57.68,3322,-2.0433138100000003,-1.953113079071045,278223,0.13791897892951965,0.92,3390,83,278324
0.001,57.47,3327,-1.8026225400000002,-2.473637580871582,278617,0.09045279026031494,0.93,3400,83,278718
0.001,56.97,3333,-1.7998763299999998,-2.043159008026123,279209,0.10215120017528534,0.92,3410,83,279310
0.001,56.33,3340,-1.3892352099999998,-2.510611057281494,279777,0.12254296243190765,0.93,3420,83,279878
0.001,55.47,3348,-1.3097113999999999,-2.4188950061798096,280317,0.19079697132110596,0.92,3430,83,280418
0.001,57.72,3358,-1.4162179499999998,-2.3260421752929688,281223,0.14848969876766205,0.92,3440,83,281324
0.001,58.8,3365,-1.59200142,-2.298346996307373,281899,0.1589493602514267,0.91,3450,83,282000
0.001,60.86,3374,-1.7977454599999998,-2.203331470489502,282676,0.09867323189973831,0.91,3460,83,282777
0.001,60.23,3380,-1.61351293,-2.2587432861328125,283200,0.10929568856954575,0.91,3470,83,283301
0.001,59.82,3386,-1.18956649,-2.0248026847839355,283702,0.0645565539598465,0.92,3480,83,283803
0.001,62.62,3395,-1.5641546400000002,-2.5183167457580566,284485,0.15507079660892487,0.91,3490,83,284586
0.001,63.67,3402,-1.9195775100000003,-2.3666601181030273,284984,0.18470481038093567,0.9,3500,83,285085
0.001,67.0,3413,-2.4815714099999995,-2.2598495483398438,285909,0.1410645842552185,0.89,3510,83,286010
0.001,68.86,3421,-2.72467489,-2.385444164276123,286663,0.2239515483379364,0.89,3520,83,286764
0.001,68.8,3427,-2.5367092199999997,-2.176253080368042,287197,0.11747867614030838,0.9,3530,83,287298
0.001,67.79,3436,-2.59950014,-2.579681873321533,288002,0.11869966238737106,0.89,3540,83,288103
0.001,66.64,3442,-2.20544742,-2.165766716003418,288563,0.11245232820510864,0.91,3550,83,288664
0.001,64.42,3448,-1.7697932799999998,-2.2608320713043213,289118,0.1103922575712204,0.93,3560,83,289219
0.001,66.29,3456,-2.29744256,-2.2764892578125,289829,0.13336437940597534,0.91,3570,83,289930
0.001,73.95,3471,-3.67264662,-2.8397512435913086,291097,0.14738672971725464,0.89,3580,83,291198
0.001,71.33,3477,-3.38675152,-2.363297462463379,291618,0.09069792926311493,0.9,3590,83,291719
0.001,71.31,3483,-3.11532288,-2.188833236694336,292115,0.12827768921852112,0.91,3600,83,292216
0.001,66.29,3487,-2.29383022,-2.1824021339416504,292538,0.08910685032606125,0.93,3610,83,292639
0.001,62.83,3492,-1.78494774,-2.4378933906555176,292946,0.1939745843410492,0.94,3620,83,293047
0.001,64.29,3500,-2.0761849399999996,-2.2461090087890625,293626,0.1280326247215271,0.93,3630,83,293727
0.001,62.61,3507,-1.9822142600000001,-2.3384790420532227,294263,0.21391864120960236,0.93,3640,83,294364
0.001,64.57,3517,-2.31949858,-1.9192492961883545,295020,0.123875692486763,0.92,3650,83,295121
0.001,63.91,3522,-2.3156678300000006,-2.433725357055664,295509,0.13293781876564026,0.91,3660,83,295610
0.001,62.56,3529,-1.8949512099999999,-2.2126545906066895,296085,0.18012037873268127,0.93,3670,83,296186
0.001,55.76,3535,-0.7250785900000001,-1.9270179271697998,296673,0.09943918883800507,0.95,3680,83,296774
0.001,56.15,3541,-0.6980884800000002,-2.4556944370269775,297233,0.22874802350997925,0.95,3690,83,297334
0.001,55.53,3546,-0.6449244899999997,-2.5207574367523193,297668,0.22569061815738678,0.95,3700,83,297769
0.001,55.58,3551,-0.5746862499999998,-2.3919529914855957,298096,0.08384504914283752,0.95,3710,83,298197
0.001,58.19,3559,-0.9939850100000001,-2.7104413509368896,298765,0.11977207660675049,0.94,3720,83,298866
0.001,55.8,3564,-0.6361524999999998,-2.157980442047119,299206,0.18287566304206848,0.95,3730,83,299307
0.001,54.39,3569,-0.46539650000000016,-2.7105345726013184,299702,0.11560806632041931,0.95,3740,83,299803
0.001,52.71,3577,-0.1327683899999998,-2.2952370643615723,300291,0.1648290455341339,0.96,3750,83,300392
0.001,54.13,3585,-0.011312469999999913,-1.985951542854309,300922,0.1566406488418579,0.97,3760,83,301023
0.001,53.79,3591,-0.0306273899999999,-2.4042415618896484,301464,0.14938488602638245,0.96,3770,83,301565
0.001,54.88,3599,-0.25230121999999994,-2.6031317710876465,302161,0.13613726198673248,0.96,3780,83,302262
0.001,54.31,3605,-0.16718158000000005,-2.069958209991455,302664,0.10515330731868744,0.96,3790,83,302765
0.001,55.08,3610,-0.4165227699999998,-2.1640381813049316,303176,0.14824891090393066,0.96,3800,83,303277
0.001,58.02,3619,-0.59228622,-2.1468381881713867,303898,0.14138488471508026,0.96,3810,83,303999
0.001,57.1,3625,-0.59556336,-1.8667460680007935,304475,0.14492002129554749,0.97,3820,83,304576
0.001,59.16,3634,-0.8227939200000001,-2.0948104858398438,305122,0.15325069427490234,0.96,3830,83,305223
0.001,60.0,3640,-0.4504819299999999,-1.9412355422973633,305702,0.08653014898300171,0.98,3840,83,305803
0.001,58.88,3645,-0.3705525600000001,-2.3079185485839844,306179,0.13627180457115173,0.98,3850,84,306280
0.001,59.01,3653,-0.62058876,-2.452723503112793,306823,0.13566967844963074,0.98,3860,84,306924
0.001,64.02,3665,-1.1285713199999998,-1.80588698387146,307866,0.139023557305336,0.98,3870,84,307967
0.001,64.19,3673,-1.1053143499999998,-2.7491540908813477,308580,0.10759703069925308,0.98,3880,84,308681
0.001,68.72,3684,-1.8244849699999997,-2.4872565269470215,309536,0.11269473284482956,0.97,3890,84,309637
0.001,68.64,3691,-1.9893649199999996,-2.34523344039917,310040,0.1338234543800354,0.96,3900,84,310141
0.001,66.81,3697,-2.06770139,-2.248547077178955,310579,0.13631153106689453,0.96,3910,84,310680
0.001,67.47,3705,-2.0356666100000003,-1.820777416229248,311222,0.12296831607818604,0.96,3920,84,311323
0.001,75.76,3722,-2.5590580000000003,-2.4300849437713623,312698,0.13556459546089172,0.97,3930,84,312799
0.001,79.11,3732,-2.8837541900000003,-2.418588161468506,313613,0.2158515304327011,0.97,3940,84,313714
0.001,82.02,3741,-3.28389227,-2.4099678993225098,314381,0.09926515072584152,0.96,3950,84,314482
0.001,81.87,3749,-3.402172700000001,-2.48232364654541,315010,0.1145462617278099,0.96,3960,84,315111
0.001,77.48,3756,-3.057665680000001,-1.8187034130096436,315614,0.12265744805335999,0.97,3970,84,315715
0.001,75.68,3762,-2.70176323,-2.1135950088500977,316148,0.10959349572658539,0.97,3980,84,316249
0.001,76.35,3774,-2.6708823499999994,-2.1817874908447266,317171,0.12500473856925964,0.98,3990,84,317272
0.001,79.81,3784,-2.8955437800000006,-2.3691186904907227,318021,0.17701539397239685,0.99,4000,84,318122
0.001,82.92,3795,-3.4852267399999994,-2.2666707038879395,318871,0.20634770393371582,0.96,4010,84,318972
0.001,85.15,3805,-3.9302868,-2.2762198448181152,319737,0.11491972208023071,0.94,4020,84,319838
0.001,76.51,3813,-3.4997966800000007,-2.1954171657562256,320349,0.1232915148139,0.93,4030,84,320450
0.001,75.71,3823,-3.5563111500000004,-1.9220800399780273,321184,0.19904902577400208,0.93,4040,84,321285
