train/learning_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,train/n_updates,train/critic_loss,rollout/success_rate,time/episodes,time/fps,time/total_timesteps
0.001,163.58,967,-12.116843979999999,-2.2236032485961914,75114,0.042759720236063004,0.65,380,77,75215
0.001,161.67,979,-12.237349090000002,-2.149503231048584,76236,0.03586956113576889,0.65,390,77,76337
0.001,161.16,995,-12.307966540000002,-2.1298699378967285,77595,0.05334144085645676,0.64,400,78,77696
0.001,154.29,1014,-11.799458609999999,-2.259122848510742,79230,0.028490573167800903,0.66,410,78,79331
0.001,127.13,1021,-7.90094563,-2.5715556144714355,79849,0.04042065888643265,0.72,420,78,79950
0.001,133.0,1044,-8.10071531,-2.1570281982421875,81567,0.0336233489215374,0.74,430,78,81668
0.001,137.14,1063,-8.0596582,-2.124042272567749,83321,0.04575778543949127,0.76,440,78,83422
0.001,125.03,1075,-6.936162100000001,-2.347001075744629,84352,0.037573639303445816,0.79,450,78,84453
0.001,121.42,1087,-6.502566729999999,-2.097965955734253,85292,0.02847195416688919,0.8,460,78,85393
0.001,118.98,1095,-5.820164770000002,-2.3272461891174316,86031,0.038012005388736725,0.81,470,78,86132
0.001,118.04,1105,-5.623210810000001,-2.230555534362793,86918,0.04215607792139053,0.81,480,78,87019
0.001,112.74,1111,-4.88000382,-2.0472776889801025,87510,0.051815979182720184,0.82,490,78,87611
0.001,106.86,1120,-4.5812681799999995,-2.3351173400878906,88281,0.17153507471084595,0.83,500,78,88382
0.001,101.41,1133,-3.9199375199999995,-2.780862331390381,89371,0.06990452855825424,0.86,510,78,89472
0.001,102.51,1147,-3.9784377600000003,-2.2537589073181152,90100,0.03988395631313324,0.87,520,78,90201
0.001,95.1,1157,-3.97941372,-2.0877609252929688,91077,0.047806404531002045,0.85,530,78,91178
0.001,89.8,1171,-3.9818770700000012,-2.243856430053711,92301,0.0692034661769867,0.84,540,78,92402
0.001,87.76,1180,-4.60625754,-1.979172706604004,93128,0.07776563614606857,0.8,550,78,93229
0.001,84.46,1187,-5.22360245,-2.426264762878418,93738,0.047159940004348755,0.75,560,79,93839
0.001,87.16,1198,-5.6091539400000014,-2.6382551193237305,94747,0.15717758238315582,0.76,570,79,94848
0.001,92.21,1215,-7.042922529999999,-1.934245228767395,96139,0.05111441761255264,0.72,580,79,96240
0.001,96.4,1227,-7.45201455,-2.3654117584228516,97150,0.06045323982834816,0.72,590,79,97251
0.001,99.04,1239,-7.816699440000001,-2.0513644218444824,98185,0.04401614889502525,0.73,600,79,98286
0.001,94.38,1246,-7.563447749999999,-2.7670092582702637,98809,0.055798470973968506,0.72,610,79,98910
0.001,92.92,1252,-7.12113959,-2.1659226417541504,99392,0.10135330259799957,0.72,620,79,99493
0.001,93.03,1266,-6.490013299999999,-2.6516075134277344,100380,0.07171112298965454,0.75,630,79,100481
0.001,88.44,1274,-5.910906479999999,-2.130279541015625,101145,0.05310201644897461,0.77,640,79,101246
0.001,86.88,1281,-5.6410931799999995,-2.464677572250366,101816,0.06121762841939926,0.8,650,79,101917
0.001,87.27,1289,-4.644735690000001,-2.5251338481903076,102465,0.07582230120897293,0.86,660,79,102566
0.001,85.9,1299,-4.183489519999999,-2.5293326377868652,103337,0.050383441150188446,0.87,670,79,103438
0.001,77.66,1305,-2.80777425,-2.2193069458007812,103905,0.07029557228088379,0.89,680,79,104006
0.001,72.53,1311,-2.20527767,-1.9104349613189697,104403,0.05878087133169174,0.89,690,79,104504
0.001,69.71,1321,-1.36022235,-2.9285430908203125,105156,0.0931338220834732,0.91,700,79,105257
0.001,72.21,1330,-1.5717839200000001,-2.0442099571228027,106030,0.05449553579092026,0.92,710,79,106131
0.001,80.26,1345,-3.90365796,-2.2285075187683105,107418,0.12466753274202347,0.91,720,79,107519
0.001,81.91,1358,-4.37546245,-2.2331395149230957,108571,0.08770087361335754,0.9,730,79,108672
0.001,79.11,1363,-4.176091090000001,-2.6227173805236816,109056,0.08495225757360458,0.89,740,80,109157
0.001,84.23,1379,-4.932175910000001,-2.0138187408447266,110239,0.05450257658958435,0.88,750,79,110340
0.001,90.21,1393,-5.771744430000001,-2.1681532859802246,111486,0.0730898529291153,0.88,760,80,111587
0.001,89.18,1401,-5.81500847,-2.6953420639038086,112255,0.136904776096344,0.87,770,80,112356
0.001,90.78,1409,-5.92638625,-2.254194498062134,112983,0.07997304201126099,0.87,780,80,113084
0.001,92.14,1416,-6.115872760000001,-2.349764585494995,113617,0.05758286640048027,0.88,790,80,113718
0.001,96.07,1429,-7.410166090000001,-2.179028034210205,114763,0.0745762288570404,0.84,800,80,114864
0.001,95.68,1440,-7.28949264,-2.5752663612365723,115598,0.06019242852926254,0.85,810,80,115699
0.001,87.96,1447,-5.444199080000001,-2.3064699172973633,116214,0.059869661927223206,0.86,820,80,116315
0.001,84.44,1457,-5.13170538,-2.5533199310302734,117015,0.0786433070898056,0.86,830,80,117116
0.001,85.64,1464,-5.808634609999998,-2.346561908721924,117620,0.13254740834236145,0.85,840,80,117721
0.001,88.53,1481,-5.785393729999999,-2.5240743160247803,119092,0.0787203386425972,0.87,850,80,119193
0.001,83.15,1489,-5.2153935,-2.0271482467651367,119801,0.08768554031848907,0.86,860,80,119902
0.001,83.12,1499,-5.5198253699999995,-2.0919322967529297,120567,0.06730309128761292,0.85,870,80,120668
0.001,86.2,1511,-5.6832461300000015,-2.5304596424102783,121603,0.058758094906806946,0.87,880,80,121704
0.001,85.87,1517,-5.62206687,-2.140864372253418,122204,0.06379515677690506,0.87,890,80,122305
0.001,83.71,1527,-4.752981129999999,-2.464487314224243,123134,0.13028576970100403,0.89,900,80,123235
0.001,81.07,1534,-4.489355290000001,-2.2349064350128174,123705,0.06060980260372162,0.89,910,80,123806
0.001,86.09,1546,-5.215115870000001,-2.3673794269561768,124823,0.08451731503009796,0.88,920,80,124924
0.001,89.46,1561,-5.751886420000002,-2.4542877674102783,125961,0.12102749943733215,0.87,930,80,126062
0.001,92.81,1572,-5.79344759,-2.425027370452881,126901,0.06810633838176727,0.88,940,80,127002
0.001,85.0,1580,-4.6131964000000005,-2.3028452396392822,127592,0.09958696365356445,0.89,950,80,127693
0.001,83.74,1586,-4.512995740000001,-2.7079567909240723,128175,0.08285824954509735,0.9,960,80,128276
0.001,82.0,1593,-3.8008874700000006,-2.1965880393981934,128767,0.0833742767572403,0.92,970,80,128868
0.001,77.31,1600,-3.25715166,-2.2654314041137695,129334,0.08913327753543854,0.92,980,80,129435
0.001,77.41,1608,-3.208654240000001,-2.4602997303009033,129945,0.08357753604650497,0.93,990,80,130046
0.001,76.91,1618,-3.03979881,-2.165731906890869,130825,0.11297890543937683,0.93,1000,80,130926
0.001,80.64,1629,-3.343743779999999,-2.5569684505462646,131769,0.13718244433403015,0.92,1010,80,131870
0.001,82.97,1644,-3.56825307,-2.2416458129882812,133120,0.13626715540885925,0.91,1020,81,133221
0.001,79.2,1653,-2.8752834899999997,-2.360722541809082,133881,0.1403546780347824,0.92,1030,81,133982
0.001,78.18,1662,-2.46351783,-2.357337474822998,134719,0.06627604365348816,0.93,1040,81,134820
0.001,78.5,1672,-2.5210942,-2.2428016662597656,135442,0.0837918147444725,0.93,1050,81,135543
0.001,85.06,1686,-2.9972525900000004,-2.4457509517669678,136681,0.08638949692249298,0.92,1060,81,136782
0.001,86.66,1694,-3.51497027,-2.3057315349578857,137433,0.08769995719194412,0.91,1070,81,137534
0.001,91.06,1705,-3.95790781,-2.3217320442199707,138440,0.09633958339691162,0.91,1080,81,138541
0.001,96.36,1717,-4.3621910999999995,-2.289104461669922,139581,0.07765045017004013,0.9,1090,81,139682
0.001,95.67,1728,-4.30312748,-2.322009325027466,140392,0.17935711145401,0.91,1100,81,140493
0.001,93.49,1736,-3.8798748700000005,-2.0093250274658203,141118,0.09995734691619873,0.92,1110,81,141219
0.001,84.86,1742,-2.74689537,-2.2947163581848145,141606,0.08439058065414429,0.93,1120,81,141707
0.001,84.68,1750,-2.8517142,-1.9563720226287842,142349,0.09175114333629608,0.94,1130,81,142450
0.001,81.57,1756,-2.7085802700000006,-2.444296360015869,142876,0.08521534502506256,0.93,1140,81,142977
0.001,80.13,1763,-2.79291378,-2.179112672805786,143455,0.1768149435520172,0.92,1150,81,143556
0.001,75.74,1772,-2.7202934400000003,-2.2967934608459473,144255,0.116324782371521,0.92,1160,81,144356
0.001,75.44,1782,-2.47932971,-2.545379161834717,144977,0.0928010642528534,0.93,1170,81,145078
0.001,69.43,1786,-1.7274919000000002,-2.199889898300171,145383,0.10236792266368866,0.94,1180,81,145484
0.001,63.89,1793,-1.1299056699999999,-2.296769380569458,145970,0.09784537553787231,0.95,1190,81,146071
0.001,63.82,1802,-0.9881531799999999,-1.8539581298828125,146774,0.096877321600914,0.96,1200,81,146875
0.001,68.81,1816,-1.9793155199999994,-2.2704918384552,147999,0.2745693624019623,0.94,1210,81,148100
0.001,69.22,1822,-1.94548306,-2.4499106407165527,148528,0.1304016262292862,0.95,1220,81,148629
0.001,69.47,1831,-1.63466822,-2.5891146659851074,149296,0.09426596760749817,0.95,1230,81,149397
0.001,69.99,1837,-1.71273887,-2.6268792152404785,149875,0.0855860710144043,0.96,1240,81,149976
0.001,70.13,1846,-1.78834591,-2.4967830181121826,150468,0.11147691309452057,0.96,1250,81,150569
0.001,68.38,1853,-1.38997061,-2.3193554878234863,151093,0.07940781116485596,0.97,1260,81,151194
0.001,67.34,1859,-1.3209138099999997,-1.956848382949829,151711,0.1110607162117958,0.97,1270,81,151812
0.001,70.61,1867,-1.93067235,-2.073732852935791,152444,0.06866955757141113,0.97,1280,81,152545
0.001,72.45,1876,-2.30846846,-1.765131950378418,153215,0.08448256552219391,0.97,1290,81,153316
0.001,69.71,1882,-2.1213854999999997,-1.969796895980835,153745,0.0724213570356369,0.97,1300,81,153846
0.001,62.47,1887,-1.02195225,-1.866912603378296,154246,0.10795033723115921,0.99,1310,81,154347
0.001,63.39,1894,-1.2704733600000002,-2.4978888034820557,154867,0.1283227801322937,0.98,1320,81,154968
0.001,62.77,1903,-1.3879117800000003,-2.5567915439605713,155573,0.13479286432266235,0.97,1330,81,155674
0.001,62.19,1909,-1.10292332,-2.0549941062927246,156094,0.08163532614707947,0.97,1340,81,156195
0.001,62.5,1916,-1.0475071399999998,-2.1630706787109375,156718,0.0879630595445633,0.97,1350,81,156819
0.001,63.16,1924,-1.23009739,-2.6311216354370117,157409,0.0937008336186409,0.97,1360,81,157510
0.001,63.74,1931,-1.1028650899999999,-1.9264522790908813,158085,0.17251573503017426,0.97,1370,81,158186
0.001,61.77,1938,-0.79625405,-2.13033127784729,158621,0.07660862803459167,0.96,1380,81,158722
0.001,59.69,1944,-0.49365184000000006,-2.2425599098205566,159184,0.12469428777694702,0.95,1390,81,159285
0.001,62.93,1958,-1.1148904800000001,-2.715682029724121,160038,0.07647781074047089,0.93,1400,81,160139
0.001,63.4,1964,-1.1978727700000003,-2.3246123790740967,160586,0.09206723421812057,0.93,1410,81,160687
0.001,63.82,1971,-1.2512369600000002,-2.51999568939209,161249,0.08424845337867737,0.93,1420,81,161350
0.001,65.97,1981,-1.1814384900000001,-2.347426414489746,162170,0.09978777170181274,0.94,1430,81,162271
0.001,66.31,1987,-1.35700943,-1.9676882028579712,162725,0.2033727616071701,0.93,1440,81,162826
0.001,66.08,1994,-1.04743705,-2.2921969890594482,163326,0.11712861806154251,0.94,1450,81,163427
0.001,64.37,2000,-0.82031526,-2.324108600616455,163846,0.08816030621528625,0.93,1460,81,163947
0.001,63.15,2007,-1.0080534900000002,-1.8722660541534424,164400,0.12255509942770004,0.92,1470,81,164501
0.001,65.01,2016,-1.1240694700000002,-2.0492520332336426,165122,0.07417478412389755,0.93,1480,81,165223
0.001,65.97,2023,-1.28682247,-2.749105453491211,165781,0.1302925944328308,0.93,1490,81,165882
0.001,64.15,2031,-0.8867399699999998,-1.994374394416809,166453,0.0818709060549736,0.94,1500,82,166554
0.001,64.33,2037,-1.09087934,-2.517829418182373,167019,0.1799018532037735,0.92,1510,82,167120
0.001,62.98,2043,-0.8305725599999998,-2.4287757873535156,167547,0.09828726202249527,0.93,1520,82,167648
0.001,61.53,2051,-1.0917277000000003,-2.2747933864593506,168323,0.09399829059839249,0.92,1530,82,168424
0.001,63.63,2060,-1.346744,-2.0767810344696045,169088,0.09122887253761292,0.92,1540,82,169189
0.001,62.47,2066,-1.4944550699999999,-2.150214672088623,169573,0.11983632296323776,0.91,1550,82,169674
0.001,62.51,2073,-1.4984320299999998,-2.383920669555664,170097,0.14507617056369781,0.92,1560,82,170198
0.001,64.24,2081,-1.8312049300000002,-2.3273773193359375,170824,0.1002591922879219,0.91,1570,82,170925
0.001,61.93,2086,-1.7723653799999994,-2.5060019493103027,171315,0.11324256658554077,0.9,1580,82,171416
0.001,60.43,2092,-1.6865560499999999,-2.3170828819274902,171824,0.1018686443567276,0.9,1590,82,171925
0.001,59.07,2098,-1.26918436,-2.6468896865844727,172360,0.09728626161813736,0.91,1600,82,172461
0.001,57.9,2103,-0.9940616199999998,-2.309035539627075,172809,0.12750162184238434,0.93,1610,82,172910
0.001,61.27,2113,-1.3744718900000001,-2.36808705329895,173674,0.1226029098033905,0.92,1620,82,173775
0.001,60.56,2121,-1.3899618500000002,-2.44386625289917,174379,0.1341850757598877,0.91,1630,82,174480
0.001,57.93,2127,-1.10724899,-2.256901264190674,174881,0.10189448297023773,0.92,1640,82,174982
0.001,59.73,2135,-1.4860294799999998,-2.22422194480896,175546,0.14351077377796173,0.91,1650,82,175647
0.001,60.73,2142,-1.6866284499999997,-2.3853747844696045,176170,0.13572478294372559,0.9,1660,82,176271
0.001,58.68,2148,-1.3041462399999997,-2.42549204826355,176692,0.09744955599308014,0.91,1670,82,176793
0.001,61.14,2157,-1.3112866399999998,-2.102351427078247,177429,0.10999707877635956,0.91,1680,82,177530
0.001,60.75,2162,-1.2211401099999997,-2.5002875328063965,177899,0.10269930213689804,0.92,1690,82,178000
0.001,62.66,2170,-1.73386935,-2.5802218914031982,178626,0.14671094715595245,0.91,1700,82,178727
0.001,61.83,2175,-1.5886961300000002,-2.3223836421966553,178992,0.09793644398450851,0.91,1710,82,179093
0.001,58.77,2181,-1.10443737,-2.007871627807617,179551,0.11771215498447418,0.92,1720,82,179652
0.001,58.3,2190,-1.2222452699999997,-2.874415874481201,180209,0.16482013463974,0.93,1730,82,180310
0.001,60.03,2198,-1.4279514599999998,-2.6337265968322754,180884,0.0957942083477974,0.92,1740,82,180985
0.001,61.39,2207,-1.10251065,-2.4423911571502686,181685,0.1776704341173172,0.93,1750,82,181786
0.001,60.98,2214,-1.0951874000000001,-2.6519789695739746,182268,0.11699284613132477,0.94,1760,82,182369
0.001,62.4,2222,-1.0883766599999998,-2.503763198852539,182932,0.09584105759859085,0.95,1770,82,183033
0.001,60.63,2228,-0.8432999799999997,-2.7056751251220703,183492,0.1361735612154007,0.96,1780,82,183593
0.001,61.03,2234,-0.68770101,-2.7834882736206055,184002,0.11576256155967712,0.96,1790,82,184103
0.001,60.79,2242,-0.4381153,-2.5221972465515137,184705,0.08080452680587769,0.97,1800,82,184806
0.001,63.96,2251,-0.6825585299999999,-2.566638469696045,185388,0.14089307188987732,0.97,1810,82,185489
0.001,64.52,2257,-0.7142323299999996,-2.2717061042785645,186003,0.10518214851617813,0.97,1820,82,186104
0.001,63.74,2264,-0.31466389,-2.506544828414917,186583,0.11870210617780685,0.98,1830,82,186684
0.001,63.25,2271,-0.3848388400000001,-2.5655558109283447,187209,0.13720256090164185,0.97,1840,82,187310
0.001,61.87,2278,-0.13070306999999992,-2.093186855316162,187872,0.08258046209812164,0.98,1850,82,187973
0.001,63.11,2287,-0.43197148999999996,-2.1954469680786133,188579,0.15981706976890564,0.96,1860,82,188680
0.001,62.27,2293,-0.31016190000000016,-2.791611909866333,189159,0.18793705105781555,0.96,1870,82,189260
0.001,65.98,2305,-0.82342247,-2.2326436042785645,190090,0.12906450033187866,0.96,1880,82,190191
0.001,67.1,2312,-1.41084213,-2.1924638748168945,190712,0.06649143993854523,0.94,1890,82,190813
0.001,65.21,2317,-1.2426993400000002,-2.273848295211792,191226,0.0809158980846405,0.94,1900,82,191327
0.001,64.9,2325,-1.45864925,-2.857555866241455,191878,0.1395425945520401,0.94,1910,82,191979
0.001,65.06,2332,-1.6907319,-2.1017985343933105,192509,0.21182049810886383,0.93,1920,82,192610
0.001,64.97,2338,-1.6819531299999997,-1.8133268356323242,193080,0.06786415725946426,0.93,1930,82,193181
0.001,62.55,2342,-1.1395696,-2.293450355529785,193464,0.10195999592542648,0.95,1940,82,193565
0.001,61.27,2349,-1.51584893,-2.4287335872650146,193999,0.10627271980047226,0.93,1950,82,194100
0.001,61.91,2357,-1.10862604,-2.005300521850586,194770,0.09925415366888046,0.95,1960,82,194871
0.001,60.36,2363,-1.02005597,-2.6997528076171875,195195,0.1895064413547516,0.95,1970,82,195296
0.001,55.34,2368,-0.4559571099999999,-2.1268105506896973,195624,0.08475490659475327,0.95,1980,82,195725
0.001,53.98,2373,-0.14654136999999995,-2.7054123878479004,196110,0.13511580228805542,0.96,1990,82,196211
0.001,53.64,2378,-0.16685549000000005,-2.6566381454467773,196590,0.10466958582401276,0.96,2000,82,196691
0.001,52.72,2385,0.11650498999999989,-2.0598926544189453,197150,0.12094034999608994,0.95,2010,82,197251
0.001,55.26,2394,-0.07772513999999996,-2.554216146469116,198035,0.3181203007698059,0.95,2020,82,198136
0.001,56.02,2401,-0.40187929000000006,-2.1351940631866455,198682,0.155351459980011,0.94,2030,82,198783
0.001,57.72,2408,-0.62648181,-2.5318655967712402,199236,0.15499788522720337,0.93,2040,82,199337
0.001,59.43,2417,-0.4930848399999999,-2.3817508220672607,199942,0.10598952323198318,0.95,2050,82,200043
0.001,57.47,2423,-0.606642,-2.0104904174804688,200517,0.11626377701759338,0.94,2060,82,200618
0.001,60.98,2432,-1.00949236,-2.490143060684204,201293,0.10461034625768661,0.94,2070,82,201394
0.001,63.06,2439,-1.11922119,-2.2674546241760254,201930,0.07347893714904785,0.94,2080,82,202031
0.001,65.97,2448,-1.0524709799999998,-2.539778709411621,202707,0.14827865362167358,0.95,2090,82,202808
0.001,67.21,2455,-1.05456055,-2.5502688884735107,203311,0.12175679951906204,0.95,2100,82,203412
0.001,66.8,2461,-1.02557977,-2.4742369651794434,203830,0.09927207231521606,0.96,2110,82,203931
0.001,63.33,2467,-0.7567967900000001,-2.0182013511657715,204368,0.22030891478061676,0.96,2120,82,204469
0.001,62.04,2473,-0.50718036,-2.465879201889038,204886,0.12669318914413452,0.96,2130,82,204987
0.001,63.11,2482,-0.53042167,-2.809966564178467,205547,0.13489703834056854,0.97,2140,82,205648
0.001,63.04,2490,-0.75616186,-2.432061195373535,206246,0.09793184697628021,0.97,2150,82,206347
0.001,62.66,2496,-0.6151253,-2.059201955795288,206783,0.137651726603508,0.98,2160,82,206884
0.001,62.21,2505,-0.4848987499999998,-2.291261911392212,207514,0.162635937333107,0.98,2170,82,207615
0.001,62.25,2512,-0.5737966800000001,-1.9764589071273804,208155,0.10901210457086563,0.98,2180,82,208256
0.001,61.42,2520,-0.8520257499999999,-2.196438789367676,208849,0.14287705719470978,0.98,2190,82,208950
0.001,61.11,2527,-0.9171573399999999,-2.173610210418701,209422,0.11282315850257874,0.98,2200,82,209523
0.001,63.22,2536,-1.46011635,-2.426964282989502,210152,0.09522683918476105,0.98,2210,82,210253
0.001,65.04,2544,-1.54764509,-2.2531635761260986,210872,0.09051185846328735,0.99,2220,82,210973
0.001,66.22,2551,-1.38251442,-2.3542003631591797,211508,0.1201624721288681,1.0,2230,82,211609
0.001,65.78,2558,-1.4508517299999997,-2.408867835998535,212125,0.17867538332939148,1.0,2240,82,212226
0.001,63.27,2563,-0.98002601,-2.1854896545410156,212573,0.1318846493959427,1.0,2250,82,212674
0.001,63.75,2569,-0.8439259600000003,-1.7944873571395874,213158,0.12005695700645447,1.0,2260,82,213259
0.001,61.96,2575,-0.6544236200000002,-1.9922208786010742,213710,0.07892963290214539,1.0,2270,83,213811
0.001,62.27,2583,-0.72464213,-2.31746244430542,214382,0.09182621538639069,1.0,2280,83,214483
0.001,59.85,2588,-0.2054323100000001,-2.6086978912353516,214834,0.12026386708021164,1.0,2290,83,214935
0.001,59.58,2595,-0.08715856999999996,-2.386143207550049,215380,0.19077377021312714,1.0,2300,83,215481
0.001,57.63,2601,0.3777398099999999,-2.099369764328003,215915,0.1421981006860733,1.0,2310,83,216016
0.001,57.48,2609,0.45161542999999993,-2.3691272735595703,216620,0.10355961322784424,1.0,2320,83,216721
0.001,57.42,2616,0.32102506,-2.2844347953796387,217250,0.11114811897277832,0.99,2330,83,217351
0.001,57.03,2622,0.24627912999999996,-2.4870266914367676,217828,0.21295899152755737,0.99,2340,83,217929
0.001,57.95,2628,0.24791526,-2.513792037963867,218368,0.13743504881858826,0.99,2350,83,218469
0.001,56.93,2633,0.27696013,-2.2714428901672363,218851,0.3054523766040802,0.99,2360,83,218952
0.001,56.08,2639,0.11110026000000005,-2.235185146331787,219318,0.13303691148757935,0.98,2370,83,219419
0.001,55.69,2647,-0.1927980699999999,-2.1793861389160156,219951,0.16336385905742645,0.97,2380,83,220052
0.001,56.32,2653,-0.27605495,-2.48348069190979,220466,0.08389130234718323,0.97,2390,83,220567
0.001,60.74,2664,-0.9294958299999999,-2.2339348793029785,221454,0.118679940700531,0.96,2400,83,221555
0.001,61.04,2671,-1.27459556,-2.073032855987549,222019,0.1009729877114296,0.94,2410,83,222120
0.001,59.4,2677,-1.49936525,-2.329817295074463,222560,0.23171082139015198,0.91,2420,83,222661
0.001,59.37,2684,-1.74202665,-2.041022777557373,223187,0.09523724019527435,0.91,2430,83,223288
0.001,58.57,2690,-1.42945863,-2.44157075881958,223685,0.10474711656570435,0.91,2440,83,223786
0.001,58.44,2696,-1.5129162300000005,-2.5258984565734863,224212,0.15933360159397125,0.91,2450,83,224313
0.001,59.08,2702,-1.5545232399999998,-2.7256603240966797,224759,0.22103555500507355,0.91,2460,83,224860
0.001,59.23,2709,-1.5448566900000003,-2.454428195953369,225241,0.11011683940887451,0.92,2470,83,225342
0.001,59.36,2716,-1.32195064,-2.161813259124756,225887,0.10788078606128693,0.93,2480,83,225988
0.001,59.46,2722,-1.3866414900000004,-2.418708086013794,226412,0.08024906367063522,0.93,2490,83,226513
0.001,55.7,2728,-0.9669011500000001,-2.126403570175171,227024,0.13512182235717773,0.93,2500,83,227125
0.001,56.83,2736,-0.7462074400000002,-1.9660534858703613,227702,0.10172135382890701,0.95,2510,83,227803
0.001,56.32,2741,-0.4645063699999998,-2.6435656547546387,228192,0.1228923499584198,0.98,2520,83,228293
0.001,54.14,2746,0.09341680999999998,-2.5428380966186523,228601,0.10283063352108002,0.99,2530,83,228702
0.001,55.78,2753,-0.01413315000000015,-2.255215644836426,229263,0.08420886099338531,0.99,2540,83,229364
0.001,55.02,2758,0.12293788999999991,-2.7218263149261475,229714,0.22309978306293488,0.99,2550,83,229815
0.001,55.24,2766,-0.04289989000000004,-1.5889127254486084,230283,0.13220584392547607,0.98,2560,83,230384
0.001,57.15,2773,-0.21685212000000004,-2.5301718711853027,230956,0.1917904019355774,0.97,2570,83,231057
0.001,55.99,2779,0.08273239999999993,-2.4611334800720215,231486,0.08592849969863892,0.96,2580,83,231587
0.001,56.13,2785,0.09176191000000002,-2.26792049407959,232025,0.093608058989048,0.96,2590,83,232126
0.001,54.93,2791,0.3156133000000001,-2.5540213584899902,232517,0.1545661985874176,0.97,2600,83,232618
0.001,53.46,2797,0.43448955,-2.2332119941711426,233048,0.07864346355199814,0.97,2610,83,233149
0.001,55.84,2805,0.12856754999999992,-2.3171491622924805,233776,0.19568996131420135,0.96,2620,83,233877
0.001,56.91,2811,0.12243719000000006,-2.098252534866333,234292,0.11548914015293121,0.96,2630,83,234393
0.001,56.03,2818,0.21406731000000012,-2.259895086288452,234866,0.0848407968878746,0.96,2640,83,234967
0.001,58.49,2827,-0.3671632599999999,-2.0288500785827637,235563,0.09623828530311584,0.95,2650,83,235664
0.001,57.96,2833,-0.4512429699999998,-2.1054625511169434,236079,0.09839918464422226,0.95,2660,83,236180
0.001,58.31,2841,-0.43976513999999994,-2.5165047645568848,236787,0.10472172498703003,0.95,2670,83,236888
0.001,60.24,2849,-0.6657864000000001,-2.654761791229248,237510,0.1672765016555786,0.96,2680,83,237611
0.001,61.28,2857,-1.06212091,-2.3993282318115234,238153,0.23973394930362701,0.95,2690,83,238254
0.001,62.63,2864,-1.28869008,-2.5983657836914062,238780,0.14547349512577057,0.95,2700,83,238881
0.001,64.42,2872,-1.6905298399999997,-2.2151966094970703,239490,0.16222669184207916,0.94,2710,83,239591
0.001,62.12,2879,-1.4138311,-2.5973901748657227,239988,0.10076770931482315,0.94,2720,83,240089
0.001,62.29,2885,-1.8676156399999997,-2.203284740447998,240521,0.1449897289276123,0.93,2730,83,240622
0.001,61.17,2890,-1.9161616799999999,-2.6095104217529297,240983,0.089165598154068,0.93,2740,83,241084
0.001,58.74,2895,-1.3908187,-2.715578556060791,241437,0.1337156891822815,0.94,2750,83,241538
0.001,63.19,2906,-1.4262246899999997,-2.2132163047790527,242398,0.12639716267585754,0.95,2760,83,242499
0.001,62.36,2913,-1.3557246099999998,-2.0436456203460693,243023,0.09771926701068878,0.96,2770,83,243124
0.001,59.16,2918,-1.13215087,-2.6504087448120117,243426,0.14594748616218567,0.96,2780,83,243527
0.001,57.59,2923,-0.6628679199999999,-2.4216666221618652,243912,0.15078477561473846,0.97,2790,83,244013
0.001,55.98,2929,-0.6173293999999999,-1.9375994205474854,244378,0.09003983438014984,0.96,2800,83,244479
0.001,54.0,2935,-0.34148827999999987,-2.461921215057373,244890,0.08010120689868927,0.96,2810,83,244991
0.001,57.11,2945,-0.5177580700000001,-2.6373095512390137,245699,0.0637500137090683,0.97,2820,83,245800
0.001,56.71,2950,-0.4578701999999998,-2.305143356323242,246192,0.1195988804101944,0.97,2830,83,246293
0.001,60.61,2960,-0.8427981999999998,-2.6596343517303467,247044,0.12333502620458603,0.97,2840,83,247145
0.001,60.48,2965,-0.68096465,-2.8457441329956055,247485,0.13287252187728882,0.97,2850,83,247586
0.001,56.68,2972,-0.7117240000000001,-2.0590667724609375,248066,0.12294884026050568,0.96,2860,83,248167
0.001,55.73,2978,-0.50635775,-2.158520460128784,248596,0.07996520400047302,0.96,2870,83,248697
0.001,57.89,2985,-0.6808215099999999,-2.5405054092407227,249215,0.18663696944713593,0.96,2880,83,249316
0.001,58.22,2991,-0.6327739899999999,-2.3333740234375,249734,0.2646656036376953,0.96,2890,83,249835
0.001,61.66,3002,-1.09058628,-2.6880011558532715,250544,0.13052302598953247,0.96,2900,83,250645
0.001,60.84,3007,-0.8281456500000002,-2.469799041748047,250974,0.2020045518875122,0.97,2910,83,251075
0.001,57.58,3012,-0.5708504900000001,-2.5491042137145996,251457,0.13767337799072266,0.97,2920,83,251558
0.001,59.51,3020,-0.4753747900000002,-1.9931221008300781,252143,0.09978091716766357,0.98,2930,83,252244
0.001,55.4,3025,0.005107570000000044,-2.4140095710754395,252584,0.11781075596809387,0.98,2940,83,252685
0.001,55.72,3031,-0.22289756000000005,-2.269798517227173,253057,0.11051835119724274,0.98,2950,83,253158
0.001,54.83,3037,0.05618864999999997,-2.089198112487793,253549,0.07553146779537201,0.99,2960,83,253650
0.001,56.34,3044,-0.23347843000000004,-2.378201961517334,254230,0.11613564938306808,0.99,2970,83,254331
0.001,55.35,3051,-0.13717455999999995,-2.741600751876831,254750,0.156648188829422,0.99,2980,83,254851
0.001,55.73,3058,-0.5903622,-2.3043131828308105,255307,0.12639139592647552,0.97,2990,83,255408
