#{"t_start": 1778231542.2437344, "env_id": "RobotReachPyBullet-Default-v0"}
r,l,t
4.821382,32,1389.358983
-0.680707,62,1390.035228
-31.067485,337,1393.760149
5.166358,35,1394.139633
-3.324681,85,1395.065229
-2.377985,67,1395.804334
-2.416655,51,1396.363881
-10.784116,238,1398.960231
-2.09685,46,1399.463439
1.748881,58,1400.097791
0.82815,83,1401.001629
4.843561,40,1401.437498
3.222821,36,1401.827513
-11.486038,73,1402.631798
-5.063847,77,1403.51882
2.889461,60,1404.17723
5.155265,28,1404.481441
-13.065996,83,1405.382224
-10.496858,172,1407.250031
5.853603,34,1407.618949
-4.511021,86,1408.555736
3.628025,35,1408.938104
-22.202063,92,1409.945956
-13.756444,104,1411.079619
4.926034,34,1411.450622
0.314709,59,1412.10396
-22.772031,78,1412.948882
-3.935522,87,1413.896065
-1.81139,96,1414.998471
2.472977,61,1415.660289
-2.760438,77,1416.501479
6.640831,38,1416.924411
-0.788856,46,1417.431842
-1.407281,53,1418.008374
3.311306,39,1418.433221
-6.069503,99,1419.521336
-11.543075,55,1420.124704
4.540837,33,1420.481778
-32.490877,238,1423.077754
2.954337,42,1423.533603
-2.295172,73,1424.331579
-21.985638,138,1425.831924
-77.311953,351,1429.707163
3.403041,67,1430.44429
-2.37691,50,1430.987849
-5.162835,119,1432.293494
-12.081935,125,1435.79536
-2.586595,52,1436.365326
2.193742,37,1436.767504
0.973777,41,1437.219124
3.940423,37,1437.636087
-10.234819,237,1440.351001
-1.604455,47,1440.912543
-2.554863,49,1441.496029
-10.085297,91,1442.560263
1.35703,49,1443.124828
-6.381382,88,1444.104345
-1.87262,73,1444.928206
-3.151333,85,1445.885096
7.105402,31,1446.230097
1.106261,40,1446.676755
-2.806186,64,1447.405867
-2.703801,69,1448.170879
-3.861023,67,1448.912922
-4.378616,50,1449.525913
-5.645027,177,1451.584869
-0.027228,68,1452.384107
0.361827,51,1452.978645
-2.081156,83,1453.937697
-5.237674,88,1454.975141
-0.059601,76,1455.85306
-1.883467,106,1457.098747
-3.74431,54,1457.729139
3.727322,35,1458.14104
-19.589228,63,1458.878125
-0.908838,61,1459.598256
-20.251975,55,1460.274499
-1.036102,73,1461.154418
-18.867374,52,1461.760426
-8.308772,110,1463.047046
-0.440702,43,1463.537742
-2.591054,48,1464.096653
-4.311621,60,1464.81781
-0.690034,48,1465.375332
-4.417604,55,1466.01168
-95.354892,390,1470.577574
-8.789283,132,1472.166447
2.684875,39,1472.620268
-4.264725,95,1473.74152
4.632604,32,1474.118541
-1.44675,49,1474.706015
0.419926,69,1475.529524
-24.293838,500,1481.383971
5.045155,31,1481.748055
-6.599419,135,1483.33994
-4.864231,146,1485.083832
0.955106,48,1485.632837
3.511394,70,1486.431809
1.422164,52,1487.023886
-13.608401,164,1488.898776
7.516326,22,1489.15223
2.773322,39,1489.601063
