rollout/n_episodes,reward/success_reward,rollout/workspace_violation_rate,train/actor_loss,reward/detour_penalty,rollout/all_expected_path_length_mean,reward/workspace_penalty,rollout/collision_rate,rollout/all_actual_path_length_mean,reward/action_norm_penalty,time/time_elapsed,train/critic_loss,reward/smoothness_penalty,time/total_timesteps,train/learning_rate,reward/distance_penalty,rollout/success_rate,reward/path_efficiency_bonus,reward/path_length_penalty,reward/backtrack_penalty,train/n_updates,reward/progress_reward,reward/direction_penalty,time/fps,time/episodes,rollout/ep_len_mean,rollout/reward_steps,rollout/max_steps_rate,rollout/action_norm_mean,reward/step_penalty,reward/collision_penalty,rollout/ep_rew_mean,rollout/distance_improvement_mean,rollout/success_expected_path_length_mean,rollout/success_actual_path_length_mean,rollout/success_path_efficiency_percent_mean
11980,3.165847669105538,0.00041736227045075126,-49.75758361816406,0.0,0.32608504680223227,-0.0013259539575747772,0.0,0.36283268377052397,0.0,8264,0.33554425835609436,0.0,4525200,0.0003,-1.7949220401724029,1.0,0.0,0.0,0.0,376266,0.0,0.0,547,143500,32.3,4902131,0.0030884808013355593,1.15271426219244,0.0,0.0,42.55306261,0.30689517719677595,0.32598981311181857,0.3592294270430678,91.85316253331887
,,,-52.6938362121582,,,,,,,8267,0.34645387530326843,,4526832,0.0003,,1.0,,,,376402,,,547,143550,33.47,,,,,,39.11100819,,,,
11985,3.1655618255985623,0.00041718815185648727,-49.977230072021484,0.0,0.32612054173709903,-0.0013252791700571725,0.0,0.36286683178956014,0.0,8271,0.3360590934753418,0.0,4528404,0.0003,-1.7951374105876279,1.0,0.0,0.0,0.0,376533,0.0,0.0,547,143600,31.55,4904627,0.003087192323738006,1.1527169700242983,0.0,0.0,45.962556840000005,0.306931579874677,0.32602547274196425,0.3592652036730424,91.85318315375964
11990,3.165695602523442,0.0004170141784820684,-50.80950164794922,0.0,0.32611368054227347,-0.0013247805501018755,0.0,0.36285807049278324,0.0,8274,0.4052059054374695,0.0,4529868,0.0003,-1.795058972578296,1.0,0.0,0.0,0.0,376655,0.0,0.0,547,143650,29.98,4906473,0.003085904920767306,1.1527361603026667,0.0,0.0,50.363247019999996,0.3069251728165116,0.3260186272129232,0.35925791878789237,91.85258170863244
11995,3.1659299008610757,0.00041684035014589413,-54.31257629394531,0.0,0.32609314420767105,-0.0013243243959094268,0.0,0.3628400253418766,0.0,8277,0.3122093677520752,0.0,4531344,0.0003,-1.7949727408374245,1.0,0.0,0.0,0.0,376778,0.0,0.0,547,143700,30.1,4908163,0.0030846185910796166,1.1527624565619194,0.0,0.0,47.84914012,0.30690501315747337,0.3259980584798094,0.3592413161921757,91.85066458912382
12000,3.1663568625581875,0.0004166666666666667,-48.05799102783203,0.0,0.3260577969572817,-0.001323949181534616,0.0,0.36280091242541557,0.0,8280,0.30356937646865845,0.0,4532736,0.0003,-1.794854797428484,1.0,0.0,0.0,0.0,376894,0.0,0.0,547,143750,28.95,4909554,0.0030833333333333333,1.1527919513218345,0.0,0.0,51.67195261,0.3068704408374057,0.3259626268377261,0.35920357062838715,91.85026663689042
12005,3.1664231567356964,0.00041649312786339027,-49.75239562988281,0.0,0.3260638666672416,-0.0013234235378816754,0.0,0.362805368042331,0.0,8282,0.32239004969596863,0.0,4534104,0.0003,-1.7949547658195093,1.0,0.0,0.0,0.0,377008,0.0,0.0,547,143800,27.69,4911504,0.003082049146189088,1.1528285588963196,0.0,0.0,55.21743309000001,0.30687656817044134,0.32596875763423744,0.35920954541648836,91.85148372531154
12010,3.1669586294859515,0.00041631973355537054,-49.03520202636719,0.0,0.3260169049180566,-0.001323094347211711,0.0,0.3627515684615023,0.0,8285,0.34126657247543335,0.0,4535496,0.0003,-1.7948543081324917,1.0,0.0,0.0,0.0,377124,0.0,0.0,547,143850,27.18,4912726,0.0030807660283097417,1.152850849081318,0.0,0.0,55.570660820000015,0.3068287699547722,0.3259216708141718,0.35915705929912345,91.85288426674876
12015,3.1673346295781912,0.0004161464835622139,-49.09841537475586,0.0,0.3259857638417757,-0.0013226988347023265,0.0,0.36271380447822954,0.0,8288,0.3138962984085083,0.0,4537080,0.0003,-1.7946923578454963,1.0,0.0,0.0,0.0,377256,0.0,0.0,547,143900,29.22,4914195,0.0030794839783603828,1.152866007777604,0.0,0.0,50.141858629999994,0.30679798863105223,0.3258904602686947,0.3591206639334498,91.85331271610765
12020,3.1674172248474863,0.00041597337770382697,-52.366539001464844,0.0,0.32598970264456734,-0.0013221811758421633,0.0,0.36271808331706457,0.0,8291,0.38842493295669556,0.0,4538652,0.0003,-1.7946350662624602,1.0,0.0,0.0,0.0,377387,0.0,0.0,547,143950,31.83,4916119,0.0030782029950083196,1.1529079894118865,0.0,0.0,43.555383459999994,0.30680229734498304,0.32589445266537376,0.3591264576674222,91.85256373876096
,,,-51.648193359375,,,,,,,8293,0.4923176169395447,,4539972,0.0003,,1.0,,,,377497,,,547,144000,29.13,,,,,,50.39438873,,,,
12025,3.1672904508162056,0.0004158004158004158,-56.36592102050781,0.0,0.32600390012757446,-0.0013215765880064281,0.0,0.3627327679857704,0.0,8296,0.29529622197151184,0.0,4541400,0.0003,-1.7949385121787822,1.0,0.0,0.0,0.0,377616,0.0,0.0,547,144050,28.21,4918368,0.003076923076923077,1.152906837730592,0.0,0.0,52.968684169999996,0.30681734331221544,0.3259087396538622,0.3591426924391351,91.8527742137838
12030,3.167255837547358,0.00041562759767248546,-50.619781494140625,0.0,0.3260202042832785,-0.001321010943254654,0.0,0.3627501722747554,0.0,8299,0.2695164680480957,0.0,4542876,0.0003,-1.794954375982431,1.0,0.0,0.0,0.0,377739,0.0,0.0,547,144100,29.72,4920474,0.003075644222776392,1.1529478758294254,0.0,0.0,50.362879920000005,0.30683394133031117,0.3259251406211201,0.3591616550662808,91.85202446305061
12035,3.1669619821965664,0.0004154549231408392,-51.69403076171875,0.0,0.3260486706128668,-0.0013203376895674838,0.0,0.36278354423939807,0.0,8302,0.3099632263183594,0.0,4544400,0.0003,-1.7953078793132116,1.0,0.0,0.0,0.0,377866,0.0,0.0,547,144150,29.27,4922983,0.00307436643124221,1.1529452861440554,0.0,0.0,50.50454673999999,0.30686330542895845,0.32595374627399315,0.3591966399891956,91.85172395385342
12040,3.167278669310025,0.0004152823920265781,-52.09545135498047,0.0,0.3260226346153234,-0.0013199194321178635,0.0,0.3627556206658761,0.0,8305,0.35038402676582336,0.0,4545900,0.0003,-1.795174831747064,1.0,0.0,0.0,0.0,377991,0.0,0.0,547,144200,29.53,4924543,0.0030730897009966776,1.1529701490898496,0.0,0.0,48.55234829000001,0.3068375236945475,0.325927658693669,0.35917011345944444,91.85116274734413
,,,-51.732383728027344,,,,,,,8309,0.3271585702896118,,4547436,0.0003,,1.0,,,,378119,,,547,144250,30.67,,,,,,45.02815949,,,,
12045,3.1667928669989207,0.00041511000415110004,-50.91815185546875,0.0,0.32607883828533246,-0.0013191672361071902,0.0,0.36281919903892074,0.0,8312,0.40087515115737915,0.0,4548912,0.0003,-1.795460715647977,1.0,0.0,0.0,0.0,378242,0.0,0.0,547,144300,31.11,4927351,0.0030718140307181402,1.1529936735713442,0.0,0.0,43.79137183999999,0.30689470065378427,0.32598409859076705,0.3592354078891166,91.85010933155327
12050,3.166950623209887,0.0004149377593360996,-49.791343688964844,0.0,0.32608038699323955,-0.0013186836372459556,0.0,0.3628161240005332,0.0,8315,0.3251597583293915,0.0,4550388,0.0003,-1.7955097821873427,1.0,0.0,0.0,0.0,378365,0.0,0.0,547,144350,28.86,4929158,0.003070539419087137,1.1530396641430314,0.0,0.0,52.39257097999999,0.3068970937150095,0.3259856921641142,0.3592338143467432,91.85010114767331
,,,-47.578643798828125,,,,,,,8317,0.30221670866012573,,4551816,0.0003,,1.0,,,,378484,,,547,144400,28.27,,,,,,54.370187240000014,,,,
12055,3.166632398606081,0.00041476565740356696,-48.833160400390625,0.0,0.326119103483556,-0.0013180023302281198,0.0,0.36285915426806087,0.0,8321,0.3401782512664795,0.0,4553292,0.0003,-1.7956633725798494,1.0,0.0,0.0,0.0,378607,0.0,0.0,547,144450,29.85,4931706,0.0030692658647863955,1.153058868175763,0.0,0.0,50.414829250000004,0.3069365839733701,0.3260245834289865,0.35927848607098484,91.84960799511435
12060,3.166915248520367,0.00041459369817578774,-49.63078308105469,0.0,0.32609546860250616,-0.0013175716627227354,0.0,0.36283336380877024,0.0,8324,0.4472050070762634,0.0,4554924,0.0003,-1.7955025536281481,1.0,0.0,0.0,0.0,378743,0.0,0.0,547,144500,30.46,4933318,0.003067993366500829,1.1530782285381567,0.0,0.0,49.708601529999996,0.306913458787959,0.32600090527411985,0.3592540951908001,91.84859478580326
12065,3.166805827365227,0.0004144218814753419,-52.909400939941406,0.0,0.32612597002986304,-0.0013169782198142008,0.0,0.3628618222866925,0.0,8327,0.3479921817779541,0.0,4556508,0.0003,-1.795737998510701,1.0,0.0,0.0,0.0,378875,0.0,0.0,547,144550,31.86,4935541,0.00306672192291753,1.1531271555008336,0.0,0.0,44.62929279,0.30694470927036516,0.3260315525782621,0.3592841415918,91.84973169767274
12070,3.1668715953102495,0.00041425020712510354,-52.9337158203125,0.0,0.32612002562104964,-0.001316458095822352,0.0,0.36285209046720424,0.0,8330,0.34395432472229004,0.0,4557996,0.0003,-1.7957963335119063,1.0,0.0,0.0,0.0,378999,0.0,0.0,547,144600,30.84,4937491,0.0030654515327257666,1.1531185077790094,0.0,0.0,45.49636791,0.30693860795665867,0.3260256266614746,0.35927586302032105,91.85034060340249
12075,3.1673040933055727,0.00041407867494824016,-47.67655944824219,0.0,0.326077131246743,-0.0013160907892070027,0.0,0.36280341247639325,0.0,8333,0.42440927028656006,0.0,4559460,0.0003,-1.795605146919414,1.0,0.0,0.0,0.0,379121,0.0,0.0,547,144650,29.8,4938869,0.0030641821946169774,1.153119604905056,0.0,0.0,48.90919841,0.3068966654891762,0.325982621793615,0.35922850113202986,91.85004192029773
12080,3.167577979044201,0.0004139072847682119,-47.88909149169922,0.0,0.3260642454284089,-0.0013156579078934213,0.0,0.3627888152555343,0.0,8335,0.3501242995262146,0.0,4560924,0.0003,-1.7957108155679355,1.0,0.0,0.0,0.0,379243,0.0,0.0,547,144700,30.48,4940494,0.003062913907284768,1.1531712532055933,0.0,0.0,47.80928865999999,0.30688303933457545,0.32596973027191617,0.35921533782655934,91.85050915646625
12085,3.168060020308414,0.0004137360364087712,-50.39704895019531,0.0,0.32603499276527304,-0.001315311807817161,0.0,0.362746647896252,0.0,8338,0.26656049489974976,0.0,4562256,0.0003,-1.7956335425569785,1.0,0.0,0.0,0.0,379354,0.0,0.0,547,144750,27.83,4941794,0.003061646669424907,1.1532110230547155,0.0,0.0,54.97911722999999,0.30685374472165483,0.3259404148307292,0.3591745070410589,91.85340633437835
12090,3.168141872169893,0.00041356492969396195,-53.186500549316406,0.0,0.3260400833976451,-0.0013147999137491256,0.0,0.3627505185813485,0.0,8340,0.41132351756095886,0.0,4563648,0.0003,-1.7956742052912127,1.0,0.0,0.0,0.0,379470,0.0,0.0,547,144800,26.37,4943718,0.0030603804797353184,1.1532514603938708,0.0,0.0,60.94000639000001,0.30685801743436575,0.32594556245980055,0.3591798736817538,91.85373708891467
12095,3.1682070045947284,0.00041339396444811904,-50.048973083496094,0.0,0.32603822039635083,-0.001314281508584887,0.0,0.36275286678810464,0.0,8343,0.382274866104126,0.0,4565232,0.0003,-1.795747982619698,1.0,0.0,0.0,0.0,379602,0.0,0.0,547,144850,29.69,4945668,0.003059115336916081,1.153280973109592,0.0,0.0,51.86729732,0.3068568712534598,0.3259437321772182,0.3591837112977178,91.85232841458952
,,,-50.432003021240234,,,,,,,8347,0.38701069355010986,,4566768,0.0003,,1.0,,,,379730,,,547,144900,31.78,,,,,,44.33098795,,,,
12100,3.16843858883873,0.00041322314049586776,-52.68207550048828,0.0,0.32602824308994144,-0.0013138325546685726,0.0,0.3627395096767878,0.0,8350,0.4728657007217407,0.0,4568232,0.0003,-1.795692679395041,1.0,0.0,0.0,0.0,379852,0.0,0.0,547,144950,30.04,4947358,0.0030578512396694213,1.1533211443432774,0.0,0.0,47.403406569999994,0.3068461750167127,0.3259337592989251,0.359171787656195,91.85274872454353
12105,3.1684286558539627,0.0004130524576621231,-51.541927337646484,0.0,0.32603752614144743,-0.0013132838663077024,0.0,0.36275043925246275,0.0,8353,0.3441431522369385,0.0,4569732,0.0003,-1.7957587754462818,1.0,0.0,0.0,0.0,379977,0.0,0.0,547,145000,29.94,4949425,0.0030565881866997107,1.1533506195500194,0.0,0.0,48.72202654999999,0.30685619880273013,0.32594311383406854,0.3591842340728118,91.85211434841847
12110,3.1682357327004564,0.00041288191577208916,-48.053192138671875,0.0,0.3260707814627866,-0.0013126598163326385,0.0,0.3627831583909819,0.0,8355,0.3131207823753357,0.0,4571136,0.0003,-1.795898544845704,1.0,0.0,0.0,0.0,380094,0.0,0.0,547,145050,28.92,4951778,0.00305532617671346,1.15338275776297,0.0,0.0,52.13828191999999,0.3068903879677531,0.32597652400998456,0.3592185446291066,91.85182273898651
,,,-51.440765380859375,,,,,,,8358,0.36157292127609253,,4572492,0.0003,,1.0,,,,380207,,,547,145100,27.33,,,,,,56.269933300000005,,,,
12115,3.168300722203561,0.0004127115146512588,-51.98598861694336,0.0,0.3260758408213444,-0.0013121430970775949,0.0,0.3627887056272075,0.0,8361,0.41622447967529297,0.0,4574004,0.0003,-1.7959370252329854,1.0,0.0,0.0,0.0,380333,0.0,0.0,547,145150,28.06,4953728,0.0030540652084193147,1.1534223966745587,0.0,0.0,55.223283789999996,0.30689422836281666,0.3259816400056933,0.359225587438324,91.85169125094023
12120,3.168415529905561,0.00041254125412541255,-47.54623031616211,0.0,0.3260807017642058,-0.0013116474291710388,0.0,0.36278913903533916,0.0,8364,0.33663830161094666,0.0,4575372,0.0003,-1.7958813960714812,1.0,0.0,0.0,0.0,380447,0.0,0.0,547,145200,28.85,4955600,0.0030528052805280526,1.153463915095899,0.0,0.0,52.209268449999996,0.30689901866478336,0.32598655684884265,0.35922749739837534,91.85229022827248
12125,3.168314235519312,0.0004123711340206186,-52.05303192138672,0.0,0.3260939176546544,-0.0013110627474630936,0.0,0.3628062866961034,0.0,8367,0.32402294874191284,0.0,4576896,0.0003,-1.7960316328426467,1.0,0.0,0.0,0.0,380574,0.0,0.0,546,145250,29.85,4957810,0.0030515463917525775,1.153479902839311,0.0,0.0,46.92507711999999,0.3069129343016059,0.32599985763476225,0.359246178487091,91.85139843614749
12130,3.1684953840830814,0.00041220115416323167,-53.971466064453125,0.0,0.3260873362726032,-0.0013105953772679852,0.0,0.3627941969833064,0.0,8371,0.3385453522205353,0.0,4578564,0.0003,-1.7960670970530435,1.0,0.0,0.0,0.0,380713,0.0,0.0,546,145300,31.43,4959578,0.0030502885408079145,1.1535057610382249,0.0,0.0,43.53591016999999,0.3069069168512002,0.3259932922919279,0.35923551934784687,91.85195679015388
,,,-48.460960388183594,,,,,,,8374,0.3405284881591797,,4580004,0.0003,,1.0,,,,380833,,,546,145350,29.75,,,,,,50.407545,,,,
12135,3.168435642215416,0.00041203131437989287,-51.759742736816406,0.0,0.32610934455888624,-0.0013100287944329016,0.0,0.36281479100711395,0.0,8377,0.3184506893157959,0.0,4581516,0.0003,-1.7961057170334596,1.0,0.0,0.0,0.0,380959,0.0,0.0,546,145400,30.46,4961723,0.0030490317264112075,1.1535478378506476,0.0,0.0,48.68310665999999,0.3069285154706647,0.3260154158984729,0.3592576562755805,91.8520860381498
12140,3.168243193698082,0.00041186161449752884,-48.23917007446289,0.0,0.3261246041712371,-0.0013094078334014226,0.0,0.3628382914108032,0.0,8380,0.30311691761016846,0.0,4582908,0.0003,-1.7961518547594633,1.0,0.0,0.0,0.0,381075,0.0,0.0,546,145450,30.91,4964076,0.0030477759472817135,1.1535508356904303,0.0,0.0,47.61169178000001,0.306944134014088,0.32603076730674213,0.3592827083977862,91.84979490482912
12145,3.1682333754787164,0.0004116920543433512,-51.08671569824219,0.0,0.3261336237925249,-0.001308862833792744,0.0,0.36284618036963806,0.0,8382,0.3443419337272644,0.0,4584156,0.0003,-1.7961922265038226,1.0,0.0,0.0,0.0,381179,0.0,0.0,546,145500,26.44,4966143,0.003046521202140799,1.1535706929898373,0.0,0.0,59.327412210000006,0.30695295605723233,0.3260398569939984,0.35929209361798903,91.84958980410093
12150,3.1684639962736267,0.00041152263374485596,-52.2454833984375,0.0,0.32612107656712147,-0.0013084175736181147,0.0,0.3628306371414995,0.0,8386,0.3644813299179077,0.0,4585692,0.0003,-1.7960966768510027,1.0,0.0,0.0,0.0,381307,0.0,0.0,546,145550,27.33,4967833,0.003045267489711934,1.1536035967639062,0.0,0.0,57.0971379,0.30694004872888797,0.32602730496602855,0.3592779641343315,91.84901693045434
12155,3.1687939329093626,0.00041135335252982314,-52.96432113647461,0.0,0.32611056734772925,-0.0013080136765910024,0.0,0.3628103524333747,0.0,8389,0.3284839987754822,0.0,4587204,0.0003,-1.7960608623880137,1.0,0.0,0.0,0.0,381433,0.0,0.0,546,145600,29.26,4969367,0.003044014808720691,1.1536575759624292,0.0,0.0,51.815953780000015,0.3069297323476184,0.32601679801451305,0.35925907556319137,91.85016444496397
12160,3.169214836047138,0.00041118421052631577,-48.48930358886719,0.0,0.3260805788839015,-0.0013076476464957659,0.0,0.36277496233431306,0.0,8392,0.4153175354003906,0.0,4588704,0.0003,-1.7959929846523797,1.0,0.0,0.0,0.0,381558,0.0,0.0,546,145650,29.7,4970758,0.0030427631578947368,1.1536966209044088,0.0,0.0,49.822738629999996,0.3068996500007535,0.32598674430321756,0.35922502809494256,91.85053798626392
12165,3.169428336880193,0.0004110152075626798,-55.18103790283203,0.0,0.3260640854137673,-0.0013071963774973986,0.0,0.3627568679336432,0.0,8395,0.4138633608818054,0.0,4590276,0.0003,-1.795897783948076,1.0,0.0,0.0,0.0,381689,0.0,0.0,546,145700,31.17,4972474,0.0030415125359638307,1.1537151509127794,0.0,0.0,45.758504220000006,0.3068834723600628,0.3259702323926938,0.3592083351383351,91.8500966873393
,,,-50.49010467529297,,,,,,,8397,0.35126692056655884,,4591860,0.0003,,1.0,,,,381821,,,546,145750,31.26,,,,,,47.163107020000005,,,,
12170,3.169426325472487,0.0004108463434675431,-47.75444412231445,0.0,0.3260819283386749,-0.0013066566315437364,0.0,0.36277471010096907,0.0,8399,0.5007696151733398,0.0,4593216,0.0003,-1.795922353421599,1.0,0.0,0.0,0.0,381934,0.0,0.0,546,145800,29.52,4974528,0.0030402629416598193,1.1537695218420243,0.0,0.0,50.63768231000001,0.30690097896471985,0.3259881758014364,0.35922770204469495,91.84986866220117
12175,3.1697555215349005,0.0004106776180698152,-47.64527893066406,0.0,0.32605492394899444,-0.0013062538207924258,0.0,0.36274480155061856,0.0,8402,0.44045600295066833,0.0,4594776,0.0003,-1.7957823545413862,1.0,0.0,0.0,0.0,382064,0.0,0.0,546,145850,30.06,4976062,0.0030390143737166323,1.1537925873977797,0.0,0.0,48.7180981,0.3068748092367405,0.3259611165678031,0.359199151681204,91.84912028775567
12180,3.1697864872769816,0.00041050903119868636,-50.41119384765625,0.0,0.3260577692636495,-0.001305728492040279,0.0,0.36275038035946305,0.0,8405,0.23398470878601074,0.0,4596552,0.0003,-1.7957869103187425,1.0,0.0,0.0,0.0,382212,0.0,0.0,546,145900,32.45,4978064,0.003037766830870279,1.1538199641756801,0.0,0.0,43.35646179999999,0.30687771863793684,0.3259640103698631,0.35920621035158407,91.8482118103415
12185,3.170040855751785,0.0004103405826836274,-48.018577575683594,0.0,0.3260384584587888,-0.0013052955841850386,0.0,0.36273038395773805,0.0,8408,0.36957430839538574,0.0,4597992,0.0003,-1.7956734535806052,1.0,0.0,0.0,0.0,382332,0.0,0.0,546,145950,30.64,4979715,0.003036520311858843,1.1538473086594434,0.0,0.0,47.82999991,0.3068585241109135,0.32594467137927113,0.3591876041336,91.84694594080358
12190,3.1701544106325956,0.00041017227235438887,-52.84450912475586,0.0,0.32604160165113194,-0.0013048050751698205,0.0,0.3627306328721885,0.0,8411,0.3191490173339844,0.0,4599396,0.0003,-1.7957064770656754,1.0,0.0,0.0,0.0,382449,0.0,0.0,546,146000,29.25,4981587,0.0030352748154224775,1.1538877957426779,0.0,0.0,50.62853745999999,0.3068612863271505,0.32594786404061954,0.3591893120827498,91.8471476503976
12195,3.170036335560071,0.0004100041000410004,-46.575862884521484,0.0,0.32605406330159914,-0.0013042196723278496,0.0,0.3627478640789136,0.0,8414,0.3168644309043884,0.0,4600788,0.0003,-1.7958650666556164,1.0,0.0,0.0,0.0,382565,0.0,0.0,546,146050,29.0,4983823,0.003034030340303403,1.1538979949399502,0.0,0.0,52.57402982999999,0.30687425386244094,0.3259604073233892,0.35920805981334797,91.84587371120055
12200,3.1701415325566598,0.0004098360655737705,-47.15027618408203,0.0,0.3260555580096533,-0.0013037265720335005,0.0,0.36274880556293193,0.0,8417,0.3118797838687897,0.0,4602312,0.0003,-1.7958365360939919,1.0,0.0,0.0,0.0,382692,0.0,0.0,546,146100,29.28,4985708,0.0030327868852459017,1.153937647354959,0.0,0.0,52.86299889,0.3068756475977883,0.32596194571112996,0.3592104603007926,91.84615140296573
,,,-48.77116775512695,,,,,,,8420,0.3301129937171936,,4603704,0.0003,,1.0,,,,382808,,,546,146150,29.71,,,,,,50.598467930000005,,,,
12205,3.1701474953932123,0.00040966816878328555,-47.58061218261719,0.0,0.32606408265020603,-0.0013031930836936662,0.0,0.3627581908198066,0.0,8423,0.34961652755737305,0.0,4605024,0.0003,-1.7958296603185329,1.0,0.0,0.0,0.0,382918,0.0,0.0,546,146200,27.3,4987749,0.003031544448996313,1.1539680401706878,0.0,0.0,56.32941006000003,0.30688476866155845,0.3259705382704852,0.3592213325187048,91.84571239533356
12210,3.170244307863863,0.0004095004095004095,-43.43865203857422,0.0,0.326059273099809,-0.0013026973651643092,0.0,0.3627591494719767,0.0,8427,0.4246103763580322,0.0,4606512,0.0003,-1.7958268870162433,1.0,0.0,0.0,0.0,383042,0.0,0.0,546,146250,27.47,4989647,0.0030303030303030303,1.1540046988016426,0.0,0.0,54.960775700000006,0.3068805105906529,0.3259657505577593,0.35922374782397287,91.84363480467937
,,,-53.12636184692383,,,,,,,8430,0.4783593416213989,,4608060,0.0003,,1.0,,,,383171,,,546,146300,30.11,,,,,,46.95941499999999,,,,
12215,3.1699117486986252,0.00040933278755628325,-54.710304260253906,0.0,0.32608701401998946,-0.0013020256915709462,0.0,0.3627920543327683,0.0,8432,0.3314661979675293,0.0,4609296,0.0003,-1.7959377839335038,1.0,0.0,0.0,0.0,383274,0.0,0.0,546,146350,28.34,4992221,0.003029062627916496,1.1539866785996127,0.0,0.0,51.215120399999996,0.3069089656223129,0.325993625605218,0.35925821836392274,91.84232458507874
